Event,Category,State,Fatalities,Insured Cost,Start Date,End Date,URL
Transport - Sydney Airliner Crash ,Transport,Sydney,15.0,,1961-11-30 00:00:00,1961-11-30 00:00:00,https://knowledge.aidr.org.au/resources/transport-sydney-airliner-crash-new-south-wales-1961/
Transport - Bogantungan Railway Accident,Transport,Clermont,7.0,,1960-02-26 00:00:00,1960-02-26 00:00:00,https://knowledge.aidr.org.au/resources/transport-bogantungan-rail-bridge-collapse-queensland-1960/
Transport - Wallumbilla Rail Collision,Transport,Roma,5.0,,1956-12-01 00:00:00,1956-12-01 00:00:00,https://knowledge.aidr.org.au/resources/transport-wallumbilla-rail-collision-queensland-1956/
Transport - Sydenham (Sydney) Train Collision,Transport,Sydney,5.0,,1953-12-19 00:00:00,1953-12-19 00:00:00,https://knowledge.aidr.org.au/resources/transport-sydenham-train-collision-new-south-wales-1953/
Transport - Boronia Bus and Train Collision,Transport,Melbourne,9.0,,1952-06-01 00:00:00,1952-06-01 00:00:00,https://knowledge.aidr.org.au/resources/transport-boronia-bus-and-train-collision-victoria-1952/
Transport - Berala Rail Collision,Transport,Sydney,10.0,,1952-05-07 00:00:00,1952-05-07 00:00:00,https://knowledge.aidr.org.au/resources/transport-train-collision-berala-1952/
Transport - Horsham Train and Bus Collision,Transport,Mount Gambier (VIC),11.0,,1951-02-24 00:00:00,1951-02-24 00:00:00,https://knowledge.aidr.org.au/resources/transport-horsham-train-and-bus-collision-victoria-1951/
Transport - York Aircraft Crash,Transport,Perth,29.0,,1950-06-27 00:00:00,1950-06-27 00:00:00,https://knowledge.aidr.org.au/resources/transport-york-aircraft-crash-western-australia-1950/
Transport - Perth Aircraft Crash,Transport,Perth,18.0,,1949-07-02 00:00:00,1949-07-02 00:00:00,https://knowledge.aidr.org.au/resources/transport-perth-aircraft-crash-western-australia-1949/
Transport - Spit Bridge Bus Crash,Transport,Sydney,4.0,,1949-05-30 00:00:00,1949-05-30 00:00:00,https://knowledge.aidr.org.au/resources/transport-spit-bridge-bus-crash-new-south-wales-1949/
Transport - Coolangatta Aircraft Crash,Transport,Lismore (QLD),21.0,,1949-03-10 00:00:00,1949-03-10 00:00:00,https://knowledge.aidr.org.au/resources/transport-coolangatta-aircraft-crash-queensland-1949/
Transport - Rocky Ponds Train Derailment,Transport,Canberra (NSW),4.0,,1948-06-30 00:00:00,1948-06-30 00:00:00,https://knowledge.aidr.org.au/resources/transport-rocky-ponds-train-derailment-new-south-wales-1948/
Transport - Tamaree Train Crash,Transport,Bundaberg,6.0,,1947-10-18 00:00:00,1947-10-18 00:00:00,https://knowledge.aidr.org.au/resources/transport-tamaree-train-crash-queensland-1947/
Transport - Camp Mountain (Dayboro) Train Derailment,Transport,Brisbane,16.0,,1947-05-05 00:00:00,1947-05-05 00:00:00,https://knowledge.aidr.org.au/resources/transport-camp-mountain-train-derailment-queensland-1947/ 
"Transport - Aircraft crash, Seven Mile Beach, 1946",Transport,Seven Mile Beach,25.0,,1946-03-10 00:00:00,,https://knowledge.aidr.org.au/resources/transport-aircraft-crash-seven-mile-beach-1946/
Transport - Copley Rail Collision,Transport,Leigh Creek,4.0,,1944-05-11 00:00:00,1944-05-11 00:00:00,https://knowledge.aidr.org.au/resources/transport-copley-rail-collision-south-australia-1944/
Transport - Brooklyn Train and Bus Collision,Transport,Sydney,17.0,,1944-01-20 00:00:00,1944-01-20 00:00:00,https://knowledge.aidr.org.au/resources/transport-brooklyn-train-collision-new-south-wales-1990/
Transport - Wodonga Train and Bus Collision,Transport,Cooma (VIC),25.0,,1943-05-08 00:00:00,1943-05-08 00:00:00,https://knowledge.aidr.org.au/resources/transport-wodonga-train-and-bus-collision-victoria-1943/ 
Transport - Dandenongs Aircraft Crash,Transport,Melbourne,18.0,,1938-10-25 00:00:00,1938-10-25 00:00:00,https://knowledge.aidr.org.au/resources/transport-dandenongs-aircraft-crash-victoria-1938/
Transport - Capsized Ferry Rodney,Transport,Sydney,19.0,,1938-02-13 00:00:00,1938-02-13 00:00:00,https://knowledge.aidr.org.au/resources/transport-capsized-ferry-rodney-new-south-wales-1938/
"Transport - Southern Cloud Crash, NSW 1931 ",Transport,Tumbarumba,8.0,,1931-03-01 00:00:00,,https://knowledge.aidr.org.au/resources/transport-southern-cloud-aircraft-crash-new-south-wales-1931/
Transport - Sydney Harbour Ferry Collision,Transport,Sydney,40.0,,1927-11-03 00:00:00,1927-11-03 00:00:00,https://knowledge.aidr.org.au/resources/transport-sydney-harbour-ferry-collision-new-south-wales-1927/
Transport - Murulla Train Accident ,Transport,Tamworth,27.0,,1926-09-13 00:00:00,1926-09-13 00:00:00,https://knowledge.aidr.org.au/resources/transport-murulla-train-accident-new-south-wales-1926/
Transport - Aberdeen Bridge Collapse,Transport,Sydney,4.0,,1926-06-10 00:00:00,1926-06-10 00:00:00,https://knowledge.aidr.org.au/resources/transport-bridge-collapse-aberdeen-1926/
Transport - Traveston Train Derailment,Transport,Brisbane,10.0,,1925-06-07 00:00:00,1925-06-07 00:00:00,https://knowledge.aidr.org.au/resources/transport-traveston-train-derailment-queensland-1925/
Transport - Wokalup Train Crash,Transport,Bunbury,9.0,,1920-11-06 00:00:00,1920-11-06 00:00:00,https://knowledge.aidr.org.au/resources/transport-wokalup-train-crash-western-australia-1920/
Transport - Hurstville Rail Accident ,Transport,Sydney,4.0,,1920-08-03 00:00:00,1920-08-03 00:00:00,https://knowledge.aidr.org.au/resources/transport-hurstville-rail-accident-new-south-wales-1920/
Transport - Exeter Train Collision,Transport,Wollongong,14.0,,1914-03-16 00:00:00,1914-03-16 00:00:00,https://knowledge.aidr.org.au/resources/transport-exeter-train-collision-new-south-wales-1914/
"Transport – Toowoomba Train Collision, Queensland 1913",Transport,Brisbane,6.0,,1913-01-30 00:00:00,1913-01-30 00:00:00,https://knowledge.aidr.org.au/resources/transport-toowoomba-train-collision-queensland-1913/
Transport - Richmond Rail Collision,Transport,Melbourne,9.0,,1910-07-18 00:00:00,1910-07-18 00:00:00,https://knowledge.aidr.org.au/resources/transport-richmond-rail-collision-victoria-1910/
Transport - Beaufort Train Derailment,Transport,Melbourne,3.0,,1910-02-05 00:00:00,1910-02-05 00:00:00,https://knowledge.aidr.org.au/resources/transport-train-collision-beaufort-1910/
Transport - Sunshine Rail Collision,Transport,Melbourne,44.0,,1908-04-20 00:00:00,1908-04-20 00:00:00,https://knowledge.aidr.org.au/resources/transport-sunshine-train-collision-victoria-1908/
Transport - Sydenham Train Derailment ,Transport,Sydney,7.0,,1901-02-15 00:00:00,1901-02-15 00:00:00,https://knowledge.aidr.org.au/resources/transport-sydenham-train-derailment-victoria-1901/
"Tsunami - Samoa, American Samoa and Tonga",Tsunami,Outside Territorial Waters,144.0,,2009-09-29 00:00:00,2009-09-29 00:00:00,
Urban Fire - Quakers Hill Nursing Home,Urban Fire,Sydney,10.0,,2011-11-18 00:00:00,2011-11-18 00:00:00,https://knowledge.aidr.org.au/resources/fire-urban-quakers-hill-nursing-home-sydney-2011/
Urban Fire - Slacks Creek House Fire,Urban Fire,Brisbane,11.0,,2011-08-24 00:00:00,2011-08-24 00:00:00,https://knowledge.aidr.org.au/resources/fire-urban-slacks-creek-2011/
Urban Fire - Melbourne Warehouse,Urban Fire,Melbourne,,20000000.0,2004-11-12 00:00:00,2004-11-12 00:00:00,https://knowledge.aidr.org.au/resources/fire-urban-melbourne-2004/
"Urban Fire - Mitcham Shopping Centre, Adelaide",Urban Fire,Adelaide,,25000000.0,2004-08-22 00:00:00,2004-08-22 00:00:00,https://knowledge.aidr.org.au/resources/fire-urban-adelaide-2004/
Urban Fire - Brisbane Boarding House ,Urban Fire,Brisbane,3.0,,2002-08-18 00:00:00,2002-08-18 00:00:00,https://knowledge.aidr.org.au/resources/fire-urban-sandgate-boarding-house-fire-brisbane-queensland-2002/
Urban Fire - Childers Backpacker ,Urban Fire,Bundaberg,15.0,,2000-06-23 00:00:00,2000-06-23 00:00:00,https://knowledge.aidr.org.au/resources/fire-urban-childers-backpackers-hostel-queensland-2000/
Urban Fire - Kew Cottages,Urban Fire,Melbourne,9.0,,1996-04-08 00:00:00,1996-04-08 00:00:00,https://knowledge.aidr.org.au/resources/urban-fire-kew-residential-services-victoria-1996/
Urban Fire - Dungog Hostel Fire,Urban Fire,Sydney,12.0,,1991-08-02 00:00:00,1991-08-02 00:00:00,https://knowledge.aidr.org.au/resources/urban-fire-dungog-hostel-new-south-wales-1991/
Urban Fire - Noble Park Melbourne,Urban Fire,Melbourne,4.0,,1991-01-01 00:00:00,1991-01-01 00:00:00,https://knowledge.aidr.org.au/resources/urban-fire-noble-park-fire-victoria-1991/
Urban Fire - Oakdale Guesthouse Ipswich,Urban Fire,Brisbane,5.0,,1990-12-29 00:00:00,1990-12-29 00:00:00,https://knowledge.aidr.org.au/resources/fire-urban-ipswich-1990/
"Urban Fire – Kings Cross, New South Wales 1989",Urban Fire,Sydney,6.0,,1989-09-17 00:00:00,1989-09-17 00:00:00,https://knowledge.aidr.org.au/resources/fire-urban-kings-cross-1989/
Urban Fire - Kings Cross,Urban Fire,Sydney,9.0,,1981-08-25 00:00:00,1981-08-25 00:00:00,https://knowledge.aidr.org.au/resources/fire-urban-kings-cross-1975/
Urban Fire - Sydney Luna Park,Urban Fire,Sydney,7.0,,1979-06-09 00:00:00,1979-06-09 00:00:00,https://knowledge.aidr.org.au/resources/fire-urban-luna-park-sydney-1979/
Urban Fire - Melbourne Hostel,Urban Fire,Melbourne,30.0,,1966-08-13 00:00:00,1966-08-13 00:00:00,https://knowledge.aidr.org.au/resources/fire-urban-kew-1966/
Urban Fire - Somers Hospital Fire,Urban Fire,Wilsons Promontory,5.0,,1952-09-09 00:00:00,1952-09-09 00:00:00,https://knowledge.aidr.org.au/resources/urban-fire-somers-hospital-fire-victoria-1952/
Urban Fire - Adelaide Café fire ,Urban Fire,Adelaide,5.0,,1948-10-27 00:00:00,1948-10-27 00:00:00,https://knowledge.aidr.org.au/resources/fire-urban-adelaide-cafe-fire-south-australia-1948/
